longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,housing_median_age.1,total_rooms.1,population.1,households.1,median_income.1,housing_median_age^2,housing_median_age total_rooms,housing_median_age population,housing_median_age households,housing_median_age median_income,total_rooms^2,total_rooms population,total_rooms households,total_rooms median_income,population^2,population households,population median_income,households^2,households median_income,median_income^2,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN
-117.32,34.08,41.0,1359.0,264.0,786.0,244.0,2.5208,85500.0,41.0,1359.0,786.0,244.0,2.5208,1681.0,55719.0,32226.0,10004.0,103.3528,1846881.0,1068174.0,331596.0,3425.7672,617796.0,191784.0,1981.3488,59536.0,615.0752,6.35443264,0,1,0,0,0
-119.2,34.27,8.0,4942.0,1173.0,3012.0,1033.0,3.445,203400.0,8.0,4942.0,3012.0,1033.0,3.445,64.0,39536.0,24096.0,8264.0,27.56,24423364.0,14885304.0,5105086.0,17025.19,9072144.0,3111396.0,10376.34,1067089.0,3558.685,11.868025,0,0,0,0,1
-122.17,37.75,41.0,1257.0,271.0,828.0,230.0,2.5043,92300.0,41.0,1257.0,828.0,230.0,2.5043,1681.0,51537.0,33948.0,9430.0,102.6763,1580049.0,1040796.0,289110.0,3147.9051000000004,685584.0,190440.0,2073.5604000000003,52900.0,575.989,6.271518490000001,0,0,0,1,0
-120.69,35.62,43.0,3044.0,652.0,1456.0,608.0,2.4567,140000.0,43.0,3044.0,1456.0,608.0,2.4567,1849.0,130892.0,62608.0,26144.0,105.6381,9265936.0,4432064.0,1850752.0,7478.1948,2119936.0,885248.0,3576.9552000000003,369664.0,1493.6736,6.035374890000001,1,0,0,0,0
-118.01,33.87,25.0,6348.0,1615.0,4188.0,1497.0,3.139,185700.0,25.0,6348.0,4188.0,1497.0,3.139,625.0,158700.0,104700.0,37425.0,78.475,40297104.0,26585424.0,9502956.0,19926.372,17539344.0,6269436.0,13146.132,2241009.0,4699.083,9.853321,1,0,0,0,0
-121.79,37.3,10.0,5469.0,950.0,3083.0,906.0,5.9399,241900.0,10.0,5469.0,3083.0,906.0,5.9399,100.0,54690.0,30830.0,9060.0,59.399,29909961.0,16860927.0,4954914.0,32485.3131,9504889.0,2793198.0,18312.7117,820836.0,5381.5494,35.282412009999994,1,0,0,0,0
-122.54,37.94,39.0,3670.0,775.0,1519.0,788.0,4.4081,435200.0,39.0,3670.0,1519.0,788.0,4.4081,1521.0,143130.0,59241.0,30732.0,171.9159,13468900.0,5574730.0,2891960.0,16177.727,2307361.0,1196972.0,6695.9039,620944.0,3473.5828,19.43134561,0,0,0,1,0
-121.83,37.28,17.0,3057.0,606.0,2030.0,602.0,5.2166,230900.0,17.0,3057.0,2030.0,602.0,5.2166,289.0,51969.0,34510.0,10234.0,88.6822,9345249.0,6205710.0,1840314.0,15947.1462,4120900.0,1222060.0,10589.698,362404.0,3140.3932,27.212915559999995,1,0,0,0,0
-122.48,37.74,52.0,2166.0,423.0,1072.0,370.0,4.131,314300.0,52.0,2166.0,1072.0,370.0,4.131,2704.0,112632.0,55744.0,19240.0,214.812,4691556.0,2321952.0,801420.0,8947.746000000001,1149184.0,396640.0,4428.432000000001,136900.0,1528.47,17.065161000000003,0,0,0,0,1
-118.4,34.18,32.0,3724.0,899.0,1912.0,791.0,3.5711,312700.0,32.0,3724.0,1912.0,791.0,3.5711,1024.0,119168.0,61184.0,25312.0,114.2752,13868176.0,7120288.0,2945684.0,13298.7764,3655744.0,1512392.0,6827.9432,625681.0,2824.7401,12.75275521,1,0,0,0,0
-121.15,38.69,52.0,240.0,44.0,6675.0,29.0,6.1359,225000.0,52.0,240.0,6675.0,29.0,6.1359,2704.0,12480.0,347100.0,1508.0,319.0668,57600.0,1602000.0,6960.0,1472.616,44555625.0,193575.0,40957.1325,841.0,177.9411,37.64926881,0,1,0,0,0
-118.17,33.91,42.0,856.0,167.0,748.0,195.0,3.8,145800.0,42.0,856.0,748.0,195.0,3.8,1764.0,35952.0,31416.0,8190.0,159.6,732736.0,640288.0,166920.0,3252.8,559504.0,145860.0,2842.4,38025.0,741.0,14.44,1,0,0,0,0
-117.9,33.71,16.0,1917.0,317.0,1324.0,351.0,6.2488,252000.0,16.0,1917.0,1324.0,351.0,6.2488,256.0,30672.0,21184.0,5616.0,99.9808,3674889.0,2538108.0,672867.0,11978.9496,1752976.0,464724.0,8273.4112,123201.0,2193.3288,39.047501440000005,1,0,0,0,0
-121.88,37.44,26.0,1471.0,348.0,1089.0,320.0,5.3057,226400.0,26.0,1471.0,1089.0,320.0,5.3057,676.0,38246.0,28314.0,8320.0,137.9482,2163841.0,1601919.0,470720.0,7804.6847,1185921.0,348480.0,5777.9073,102400.0,1697.824,28.15045249,1,0,0,0,0
-117.2,32.86,4.0,4308.0,1095.0,1923.0,932.0,3.9356,267000.0,4.0,4308.0,1923.0,932.0,3.9356,16.0,17232.0,7692.0,3728.0,15.7424,18558864.0,8284284.0,4015056.0,16954.5648,3697929.0,1792236.0,7568.1588,868624.0,3667.9792,15.48894736,0,0,0,0,1
-118.1,33.91,35.0,1592.0,335.0,1238.0,320.0,4.9732,165000.0,35.0,1592.0,1238.0,320.0,4.9732,1225.0,55720.0,43330.0,11200.0,174.062,2534464.0,1970896.0,509440.0,7917.334400000001,1532644.0,396160.0,6156.8216,102400.0,1591.424,24.732718240000004,1,0,0,0,0
-121.94,37.76,4.0,6875.0,1439.0,2889.0,1307.0,4.6932,356100.0,4.0,6875.0,2889.0,1307.0,4.6932,16.0,27500.0,11556.0,5228.0,18.7728,47265625.0,19861875.0,8985625.0,32265.75,8346321.0,3775923.0,13558.6548,1708249.0,6134.0124,22.02612624,1,0,0,0,0
-118.73,34.27,23.0,4550.0,762.0,2301.0,744.0,4.556,205300.0,23.0,4550.0,2301.0,744.0,4.556,529.0,104650.0,52923.0,17112.0,104.788,20702500.0,10469550.0,3385200.0,20729.8,5294601.0,1711944.0,10483.356,553536.0,3389.664,20.757136,1,0,0,0,0
-118.21,34.64,16.0,2573.0,427.0,1273.0,426.0,5.9508,181100.0,16.0,2573.0,1273.0,426.0,5.9508,256.0,41168.0,20368.0,6816.0,95.2128,6620329.0,3275429.0,1096098.0,15311.4084,1620529.0,542298.0,7575.3684,181476.0,2535.0408,35.41202064,0,1,0,0,0
-121.46,37.73,20.0,2039.0,373.0,862.0,330.0,5.1629,222900.0,20.0,2039.0,862.0,330.0,5.1629,400.0,40780.0,17240.0,6600.0,103.258,4157521.0,1757618.0,672870.0,10527.1531,743044.0,284460.0,4450.4198,108900.0,1703.7569999999998,26.65553641,0,1,0,0,0
-117.7,33.51,2.0,5261.0,763.0,1460.0,599.0,6.8279,279000.0,2.0,5261.0,1460.0,599.0,6.8279,4.0,10522.0,2920.0,1198.0,13.6558,27678121.0,7681060.0,3151339.0,35921.5819,2131600.0,874540.0,9968.734,358801.0,4089.9121,46.62021840999999,1,0,0,0,0
-118.26,33.77,36.0,886.0,253.0,809.0,219.0,2.4545,164200.0,36.0,886.0,809.0,219.0,2.4545,1296.0,31896.0,29124.0,7884.0,88.362,784996.0,716774.0,194034.0,2174.687,654481.0,177171.0,1985.6905,47961.0,537.5355,6.024570249999999,0,0,0,0,1
-121.86,37.25,16.0,6958.0,1300.0,2965.0,1217.0,4.2885,262400.0,16.0,6958.0,2965.0,1217.0,4.2885,256.0,111328.0,47440.0,19472.0,68.616,48413764.0,20630470.0,8467886.0,29839.383,8791225.0,3608405.0,12715.4025,1481089.0,5219.1045,18.39123225,1,0,0,0,0
-118.1,34.71,16.0,3914.0,819.0,1524.0,795.0,2.415,137500.0,16.0,3914.0,1524.0,795.0,2.415,256.0,62624.0,24384.0,12720.0,38.64,15319396.0,5964936.0,3111630.0,9452.31,2322576.0,1211580.0,3680.46,632025.0,1919.925,5.832225,0,1,0,0,0
-118.22,33.83,42.0,1370.0,299.0,1018.0,328.0,4.4474,160200.0,42.0,1370.0,1018.0,328.0,4.4474,1764.0,57540.0,42756.0,13776.0,186.7908,1876900.0,1394660.0,449360.0,6092.938,1036324.0,333904.0,4527.4532,107584.0,1458.7472,19.77936676,1,0,0,0,0
-115.48,32.68,15.0,3414.0,666.0,2097.0,622.0,2.3319,91200.0,15.0,3414.0,2097.0,622.0,2.3319,225.0,51210.0,31455.0,9330.0,34.978500000000004,11655396.0,7159158.0,2123508.0,7961.1066,4397409.0,1304334.0,4889.9943,386884.0,1450.4418,5.43775761,0,1,0,0,0
-119.65,36.34,46.0,1730.0,337.0,752.0,323.0,1.8529,67200.0,46.0,1730.0,752.0,323.0,1.8529,2116.0,79580.0,34592.0,14858.0,85.2334,2992900.0,1300960.0,558790.0,3205.517,565504.0,242896.0,1393.3808,104329.0,598.4867,3.43323841,0,1,0,0,0
-118.24,33.96,37.0,1602.0,388.0,1553.0,342.0,2.0655,93400.0,37.0,1602.0,1553.0,342.0,2.0655,1369.0,59274.0,57461.0,12654.0,76.4235,2566404.0,2487906.0,547884.0,3308.931,2411809.0,531126.0,3207.7215,116964.0,706.4010000000001,4.266290250000001,1,0,0,0,0
-115.4,32.86,19.0,1087.0,171.0,649.0,173.0,3.3182,113800.0,19.0,1087.0,649.0,173.0,3.3182,361.0,20653.0,12331.0,3287.0,63.0458,1181569.0,705463.0,188051.0,3606.8834,421201.0,112277.0,2153.5118,29929.0,574.0486,11.01045124,0,1,0,0,0
-121.81,37.25,12.0,2070.0,587.0,1216.0,532.0,4.1926,244500.0,12.0,2070.0,1216.0,532.0,4.1926,144.0,24840.0,14592.0,6384.0,50.3112,4284900.0,2517120.0,1101240.0,8678.681999999999,1478656.0,646912.0,5098.201599999999,283024.0,2230.4632,17.577894759999996,1,0,0,0,0
-118.11,34.01,43.0,1539.0,386.0,1122.0,377.0,2.4605,196000.0,43.0,1539.0,1122.0,377.0,2.4605,1849.0,66177.0,48246.0,16211.0,105.8015,2368521.0,1726758.0,580203.0,3786.7095,1258884.0,422994.0,2760.681,142129.0,927.6085,6.054060250000001,1,0,0,0,0
-118.0,33.84,30.0,1549.0,325.0,885.0,299.0,4.0039,195100.0,30.0,1549.0,885.0,299.0,4.0039,900.0,46470.0,26550.0,8970.0,120.117,2399401.0,1370865.0,463151.0,6202.0411,783225.0,264615.0,3543.4515,89401.0,1197.1661,16.03121521,1,0,0,0,0
-122.02,37.35,18.0,1221.0,255.0,507.0,271.0,5.3679,228400.0,18.0,1221.0,507.0,271.0,5.3679,324.0,21978.0,9126.0,4878.0,96.6222,1490841.0,619047.0,330891.0,6554.2059,257049.0,137397.0,2721.5253,73441.0,1454.7008999999998,28.81435041,1,0,0,0,0
-123.36,39.41,46.0,1748.0,362.0,808.0,330.0,2.9183,76900.0,46.0,1748.0,808.0,330.0,2.9183,2116.0,80408.0,37168.0,15180.0,134.24179999999998,3055504.0,1412384.0,576840.0,5101.1884,652864.0,266640.0,2357.9864,108900.0,963.039,8.51647489,1,0,0,0,0
-118.15,33.95,31.0,1053.0,230.0,686.0,211.0,4.0,263200.0,31.0,1053.0,686.0,211.0,4.0,961.0,32643.0,21266.0,6541.0,124.0,1108809.0,722358.0,222183.0,4212.0,470596.0,144746.0,2744.0,44521.0,844.0,16.0,1,0,0,0,0
-118.37,34.04,52.0,1197.0,231.0,671.0,219.0,3.825,278500.0,52.0,1197.0,671.0,219.0,3.825,2704.0,62244.0,34892.0,11388.0,198.9,1432809.0,803187.0,262143.0,4578.525000000001,450241.0,146949.0,2566.5750000000003,47961.0,837.6750000000001,14.630625000000002,1,0,0,0,0
-117.06,33.15,24.0,2155.0,379.0,1158.0,360.0,4.7941,147500.0,24.0,2155.0,1158.0,360.0,4.7941,576.0,51720.0,27792.0,8640.0,115.0584,4644025.0,2495490.0,775800.0,10331.2855,1340964.0,416880.0,5551.567800000001,129600.0,1725.8760000000002,22.983394810000004,1,0,0,0,0
-121.26,38.11,4.0,2058.0,366.0,933.0,316.0,4.2448,150900.0,4.0,2058.0,933.0,316.0,4.2448,16.0,8232.0,3732.0,1264.0,16.9792,4235364.0,1920114.0,650328.0,8735.7984,870489.0,294828.0,3960.3984,99856.0,1341.3567999999998,18.01832704,0,1,0,0,0
-116.89,33.86,2.0,6900.0,1238.0,1950.0,980.0,3.0417,146300.0,2.0,6900.0,1950.0,980.0,3.0417,4.0,13800.0,3900.0,1960.0,6.0834,47610000.0,13455000.0,6762000.0,20987.73,3802500.0,1911000.0,5931.3150000000005,960400.0,2980.866,9.25193889,0,1,0,0,0
-117.95,33.76,29.0,1829.0,366.0,1703.0,343.0,4.1295,188000.0,29.0,1829.0,1703.0,343.0,4.1295,841.0,53041.0,49387.0,9947.0,119.7555,3345241.0,3114787.0,627347.0,7552.855500000001,2900209.0,584129.0,7032.538500000001,117649.0,1416.4185,17.052770250000002,1,0,0,0,0
-117.81,34.12,23.0,7063.0,1176.0,3100.0,1112.0,4.8229,192600.0,23.0,7063.0,3100.0,1112.0,4.8229,529.0,162449.0,71300.0,25576.0,110.9267,49885969.0,21895300.0,7854056.0,34064.1427,9610000.0,3447200.0,14950.99,1236544.0,5363.0648,23.26036441,0,1,0,0,0
-117.3,34.09,40.0,1051.0,244.0,745.0,243.0,2.1842,75200.0,40.0,1051.0,745.0,243.0,2.1842,1600.0,42040.0,29800.0,9720.0,87.36800000000001,1104601.0,782995.0,255393.0,2295.5942,555025.0,181035.0,1627.229,59049.0,530.7606000000001,4.770729640000001,0,1,0,0,0
-122.0,36.97,39.0,2702.0,646.0,1136.0,491.0,2.8941,256700.0,39.0,2702.0,1136.0,491.0,2.8941,1521.0,105378.0,44304.0,19149.0,112.8699,7300804.0,3069472.0,1326682.0,7819.8582,1290496.0,557776.0,3287.6976,241081.0,1421.0031,8.37581481,0,0,0,0,1
-122.29,37.81,50.0,760.0,190.0,377.0,122.0,0.9011,86100.0,50.0,760.0,377.0,122.0,0.9011,2500.0,38000.0,18850.0,6100.0,45.055,577600.0,286520.0,92720.0,684.836,142129.0,45994.0,339.7147,14884.0,109.9342,0.81198121,0,0,0,1,0
-117.75,33.83,14.0,2452.0,296.0,954.0,275.0,8.2375,388300.0,14.0,2452.0,954.0,275.0,8.2375,196.0,34328.0,13356.0,3850.0,115.32500000000002,6012304.0,2339208.0,674300.0,20198.35,910116.0,262350.0,7858.575000000001,75625.0,2265.3125,67.85640625,1,0,0,0,0
-120.39,37.98,52.0,1056.0,274.0,584.0,255.0,2.1513,86700.0,52.0,1056.0,584.0,255.0,2.1513,2704.0,54912.0,30368.0,13260.0,111.8676,1115136.0,616704.0,269280.0,2271.7728,341056.0,148920.0,1256.3592,65025.0,548.5815,4.62809169,0,1,0,0,0
-118.41,34.15,24.0,3891.0,866.0,1568.0,830.0,4.1656,364700.0,24.0,3891.0,1568.0,830.0,4.1656,576.0,93384.0,37632.0,19920.0,99.9744,15139881.0,6101088.0,3229530.0,16208.3496,2458624.0,1301440.0,6531.660800000001,688900.0,3457.4480000000003,17.352223360000004,1,0,0,0,0
-118.04,34.1,39.0,2302.0,412.0,1590.0,406.0,4.8017,273800.0,39.0,2302.0,1590.0,406.0,4.8017,1521.0,89778.0,62010.0,15834.0,187.2663,5299204.0,3660180.0,934612.0,11053.5134,2528100.0,645540.0,7634.703,164836.0,1949.4902,23.056322890000004,0,1,0,0,0
-119.84,36.85,8.0,3791.0,487.0,1424.0,475.0,10.5144,345900.0,8.0,3791.0,1424.0,475.0,10.5144,64.0,30328.0,11392.0,3800.0,84.1152,14371681.0,5398384.0,1800725.0,39860.0904,2027776.0,676400.0,14972.5056,225625.0,4994.34,110.55260736,0,1,0,0,0
-119.32,36.33,20.0,1896.0,266.0,674.0,277.0,9.0376,239100.0,20.0,1896.0,674.0,277.0,9.0376,400.0,37920.0,13480.0,5540.0,180.752,3594816.0,1277904.0,525192.0,17135.2896,454276.0,186698.0,6091.3424,76729.0,2503.4152,81.67821375999999,0,1,0,0,0
-117.17,32.75,28.0,1514.0,384.0,540.0,352.0,2.1532,240000.0,28.0,1514.0,540.0,352.0,2.1532,784.0,42392.0,15120.0,9856.0,60.2896,2292196.0,817560.0,532928.0,3259.9448,291600.0,190080.0,1162.728,123904.0,757.9264000000001,4.63627024,0,0,0,0,1
-122.5,38.82,12.0,2394.0,443.0,877.0,341.0,2.5625,109200.0,12.0,2394.0,877.0,341.0,2.5625,144.0,28728.0,10524.0,4092.0,30.75,5731236.0,2099538.0,816354.0,6134.625,769129.0,299057.0,2247.3125,116281.0,873.8125,6.56640625,0,1,0,0,0
-122.37,40.45,18.0,1748.0,337.0,921.0,327.0,3.3315,85400.0,18.0,1748.0,921.0,327.0,3.3315,324.0,31464.0,16578.0,5886.0,59.967,3055504.0,1609908.0,571596.0,5823.462,848241.0,301167.0,3068.3115000000003,106929.0,1089.4005,11.09889225,0,1,0,0,0
-117.22,33.9,8.0,8302.0,1461.0,5155.0,1370.0,4.0467,121500.0,8.0,8302.0,5155.0,1370.0,4.0467,64.0,66416.0,41240.0,10960.0,32.3736,68923204.0,42796810.0,11373740.0,33595.703400000006,26574025.0,7062350.0,20860.738500000003,1876900.0,5543.979,16.375780890000005,0,1,0,0,0
-119.69,36.8,31.0,2576.0,458.0,1306.0,418.0,3.2813,68700.0,31.0,2576.0,1306.0,418.0,3.2813,961.0,79856.0,40486.0,12958.0,101.7203,6635776.0,3364256.0,1076768.0,8452.6288,1705636.0,545908.0,4285.3778,174724.0,1371.5834,10.76692969,0,1,0,0,0
-121.34,38.44,14.0,3205.0,465.0,1439.0,456.0,5.7452,240900.0,14.0,3205.0,1439.0,456.0,5.7452,196.0,44870.0,20146.0,6384.0,80.4328,10272025.0,4611995.0,1461480.0,18413.366,2070721.0,656184.0,8267.3428,207936.0,2619.8112,33.00732304,0,1,0,0,0
-119.3,36.31,16.0,2234.0,357.0,1150.0,361.0,4.2778,97300.0,16.0,2234.0,1150.0,361.0,4.2778,256.0,35744.0,18400.0,5776.0,68.4448,4990756.0,2569100.0,806474.0,9556.6052,1322500.0,415150.0,4919.47,130321.0,1544.2858,18.29957284,0,1,0,0,0
-117.08,33.23,14.0,3337.0,571.0,1385.0,512.0,4.15,272200.0,14.0,3337.0,1385.0,512.0,4.15,196.0,46718.0,19390.0,7168.0,58.10000000000001,11135569.0,4621745.0,1708544.0,13848.55,1918225.0,709120.0,5747.750000000001,262144.0,2124.8,17.222500000000004,1,0,0,0,0
-117.01,32.8,17.0,1558.0,479.0,803.0,431.0,2.6934,160200.0,17.0,1558.0,803.0,431.0,2.6934,289.0,26486.0,13651.0,7327.0,45.7878,2427364.0,1251074.0,671498.0,4196.3172,644809.0,346093.0,2162.8002,185761.0,1160.8554,7.25440356,1,0,0,0,0
-120.89,37.45,29.0,1940.0,337.0,1070.0,332.0,3.6597,145600.0,29.0,1940.0,1070.0,332.0,3.6597,841.0,56260.0,31030.0,9628.0,106.1313,3763600.0,2075800.0,644080.0,7099.818,1144900.0,355240.0,3915.879,110224.0,1215.0204,13.39340409,0,1,0,0,0
-121.01,37.68,33.0,3230.0,587.0,1579.0,560.0,3.5775,109700.0,33.0,3230.0,1579.0,560.0,3.5775,1089.0,106590.0,52107.0,18480.0,118.0575,10432900.0,5100170.0,1808800.0,11555.325,2493241.0,884240.0,5648.8725,313600.0,2003.4,12.79850625,0,1,0,0,0
-116.74,33.62,11.0,2385.0,661.0,682.0,242.0,2.9141,214300.0,11.0,2385.0,682.0,242.0,2.9141,121.0,26235.0,7502.0,2662.0,32.0551,5688225.0,1626570.0,577170.0,6950.1285,465124.0,165044.0,1987.4162,58564.0,705.2121999999999,8.491978809999999,0,1,0,0,0
-118.26,33.96,39.0,1255.0,323.0,902.0,327.0,1.5812,94000.0,39.0,1255.0,902.0,327.0,1.5812,1521.0,48945.0,35178.0,12753.0,61.6668,1575025.0,1132010.0,410385.0,1984.406,813604.0,294954.0,1426.2424,106929.0,517.0524,2.50019344,1,0,0,0,0
-119.98,37.43,12.0,2776.0,592.0,1236.0,489.0,2.5551,105000.0,12.0,2776.0,1236.0,489.0,2.5551,144.0,33312.0,14832.0,5868.0,30.6612,7706176.0,3431136.0,1357464.0,7092.9576,1527696.0,604404.0,3158.1036,239121.0,1249.4439,6.52853601,0,1,0,0,0
-119.19,34.28,28.0,3231.0,524.0,1665.0,540.0,4.8583,224200.0,28.0,3231.0,1665.0,540.0,4.8583,784.0,90468.0,46620.0,15120.0,136.0324,10439361.0,5379615.0,1744740.0,15697.1673,2772225.0,899100.0,8089.0695,291600.0,2623.482,23.60307889,0,0,0,0,1
-121.64,36.74,30.0,2628.0,444.0,1372.0,432.0,4.1696,175000.0,30.0,2628.0,1372.0,432.0,4.1696,900.0,78840.0,41160.0,12960.0,125.088,6906384.0,3605616.0,1135296.0,10957.7088,1882384.0,592704.0,5720.6912,186624.0,1801.2672,17.38556416,1,0,0,0,0
-122.71,38.46,23.0,3220.0,603.0,1299.0,591.0,3.9261,213300.0,23.0,3220.0,1299.0,591.0,3.9261,529.0,74060.0,29877.0,13593.0,90.3003,10368400.0,4182780.0,1903020.0,12642.042,1687401.0,767709.0,5100.0039,349281.0,2320.3251,15.41426121,1,0,0,0,0
-120.66,35.1,19.0,1583.0,392.0,704.0,269.0,2.1042,268300.0,19.0,1583.0,704.0,269.0,2.1042,361.0,30077.0,13376.0,5111.0,39.9798,2505889.0,1114432.0,425827.0,3330.9486,495616.0,189376.0,1481.3568,72361.0,566.0298,4.4276576400000005,1,0,0,0,0
-117.38,33.21,31.0,1502.0,367.0,1514.0,342.0,2.6442,103300.0,31.0,1502.0,1514.0,342.0,2.6442,961.0,46562.0,46934.0,10602.0,81.9702,2256004.0,2274028.0,513684.0,3971.5884,2292196.0,517788.0,4003.3188,116964.0,904.3164,6.991793640000001,0,0,0,0,1
-117.02,32.74,12.0,3301.0,963.0,2000.0,879.0,1.8594,119200.0,12.0,3301.0,2000.0,879.0,1.8594,144.0,39612.0,24000.0,10548.0,22.3128,10896601.0,6602000.0,2901579.0,6137.8794,4000000.0,1758000.0,3718.8,772641.0,1634.4126,3.45736836,0,0,0,0,1
-118.25,33.99,41.0,2215.0,544.0,2054.0,480.0,1.5272,100300.0,41.0,2215.0,2054.0,480.0,1.5272,1681.0,90815.0,84214.0,19680.0,62.6152,4906225.0,4549610.0,1063200.0,3382.748,4218916.0,985920.0,3136.8688,230400.0,733.0559999999999,2.3323398399999995,1,0,0,0,0
-117.35,33.68,10.0,516.0,107.0,282.0,96.0,4.2788,125000.0,10.0,516.0,282.0,96.0,4.2788,100.0,5160.0,2820.0,960.0,42.788,266256.0,145512.0,49536.0,2207.8608000000004,79524.0,27072.0,1206.6216000000002,9216.0,410.7648,18.30812944,1,0,0,0,0
-118.39,33.88,31.0,1448.0,244.0,607.0,259.0,8.1513,500001.0,31.0,1448.0,607.0,259.0,8.1513,961.0,44888.0,18817.0,8029.0,252.69030000000004,2096704.0,878936.0,375032.0,11803.0824,368449.0,157213.0,4947.8391,67081.0,2111.1867,66.44369169000001,1,0,0,0,0
-118.09,33.92,33.0,879.0,181.0,547.0,169.0,5.3146,168600.0,33.0,879.0,547.0,169.0,5.3146,1089.0,29007.0,18051.0,5577.0,175.38180000000003,772641.0,480813.0,148551.0,4671.5334,299209.0,92443.0,2907.0862,28561.0,898.1674,28.244973160000004,1,0,0,0,0
-120.48,34.9,20.0,3842.0,630.0,2490.0,662.0,3.0559,120100.0,20.0,3842.0,2490.0,662.0,3.0559,400.0,76840.0,49800.0,13240.0,61.118,14760964.0,9566580.0,2543404.0,11740.7678,6200100.0,1648380.0,7609.191,438244.0,2023.0058,9.33852481,1,0,0,0,0
-121.36,38.01,16.0,2178.0,667.0,1192.0,579.0,2.3339,87100.0,16.0,2178.0,1192.0,579.0,2.3339,256.0,34848.0,19072.0,9264.0,37.3424,4743684.0,2596176.0,1261062.0,5083.2342,1420864.0,690168.0,2782.0088,335241.0,1351.3281,5.44708921,0,1,0,0,0
-116.9,32.79,21.0,3770.0,491.0,1410.0,446.0,6.7685,294700.0,21.0,3770.0,1410.0,446.0,6.7685,441.0,79170.0,29610.0,9366.0,142.13850000000002,14212900.0,5315700.0,1681420.0,25517.245000000003,1988100.0,628860.0,9543.585,198916.0,3018.751,45.81259225000001,1,0,0,0,0
-118.15,33.94,36.0,1948.0,341.0,992.0,363.0,4.2594,242400.0,36.0,1948.0,992.0,363.0,4.2594,1296.0,70128.0,35712.0,13068.0,153.3384,3794704.0,1932416.0,707124.0,8297.3112,984064.0,360096.0,4225.3248,131769.0,1546.1622000000002,18.14248836,1,0,0,0,0
-117.28,34.13,44.0,2469.0,568.0,1363.0,517.0,1.8396,77100.0,44.0,2469.0,1363.0,517.0,1.8396,1936.0,108636.0,59972.0,22748.0,80.94239999999999,6095961.0,3365247.0,1276473.0,4541.9724,1857769.0,704671.0,2507.3748,267289.0,951.0732,3.3841281599999995,0,1,0,0,0
-117.42,33.89,4.0,80.0,10.0,55.0,13.0,7.7197,193800.0,4.0,80.0,55.0,13.0,7.7197,16.0,320.0,220.0,52.0,30.8788,6400.0,4400.0,1040.0,617.576,3025.0,715.0,424.5835,169.0,100.3561,59.59376808999999,0,1,0,0,0
-122.66,38.48,16.0,2724.0,593.0,1124.0,586.0,2.825,186200.0,16.0,2724.0,1124.0,586.0,2.825,256.0,43584.0,17984.0,9376.0,45.2,7420176.0,3061776.0,1596264.0,7695.3,1263376.0,658664.0,3175.3,343396.0,1655.45,7.980625000000001,1,0,0,0,0
-115.54,32.99,17.0,1697.0,268.0,911.0,254.0,4.3523,96000.0,17.0,1697.0,911.0,254.0,4.3523,289.0,28849.0,15487.0,4318.0,73.9891,2879809.0,1545967.0,431038.0,7385.853099999999,829921.0,231394.0,3964.9453,64516.0,1105.4842,18.94251529,0,1,0,0,0
-118.4,33.78,24.0,4787.0,562.0,1653.0,548.0,12.9758,500001.0,24.0,4787.0,1653.0,548.0,12.9758,576.0,114888.0,39672.0,13152.0,311.4192,22915369.0,7912911.0,2623276.0,62115.1546,2732409.0,905844.0,21448.9974,300304.0,7110.7384,168.37138564,0,0,0,0,1
-122.49,37.86,35.0,2729.0,538.0,969.0,528.0,6.7669,500001.0,35.0,2729.0,969.0,528.0,6.7669,1225.0,95515.0,33915.0,18480.0,236.8415,7447441.0,2644401.0,1440912.0,18466.8701,938961.0,511632.0,6557.1261,278784.0,3572.9232,45.79093561,0,0,0,1,0
-118.19,33.93,40.0,1334.0,276.0,1226.0,278.0,3.4712,144300.0,40.0,1334.0,1226.0,278.0,3.4712,1600.0,53360.0,49040.0,11120.0,138.848,1779556.0,1635484.0,370852.0,4630.5808,1503076.0,340828.0,4255.6912,77284.0,964.9936,12.04922944,1,0,0,0,0
-122.34,37.55,25.0,4470.0,518.0,1507.0,504.0,13.3913,500001.0,25.0,4470.0,1507.0,504.0,13.3913,625.0,111750.0,37675.0,12600.0,334.7825,19980900.0,6736290.0,2252880.0,59859.111,2271049.0,759528.0,20180.6891,254016.0,6749.2152,179.32691569,0,0,0,0,1
-121.5,38.54,52.0,1145.0,133.0,334.0,138.0,8.338,405800.0,52.0,1145.0,334.0,138.0,8.338,2704.0,59540.0,17368.0,7176.0,433.576,1311025.0,382430.0,158010.0,9547.009999999998,111556.0,46092.0,2784.892,19044.0,1150.6439999999998,69.52224399999999,0,1,0,0,0
-118.25,34.07,47.0,2059.0,618.0,2033.0,544.0,1.9028,217900.0,47.0,2059.0,2033.0,544.0,1.9028,2209.0,96773.0,95551.0,25568.0,89.4316,4239481.0,4185947.0,1120096.0,3917.8652,4133089.0,1105952.0,3868.3924,295936.0,1035.1232,3.62064784,1,0,0,0,0
