longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,log_housing_median_age,log_total_rooms,log_total_bedrooms,log_population,log_households,log_median_income,log_median_house_value
-118.32,34.08,52.0,1164.0,257.0,575.0,251.0,3.125,380400.0,<1H OCEAN,3.951243718581427,7.059617628291383,5.549076084895219,6.354370040797351,5.5254529391317835,1.1394342831883648,12.848978609653372
-118.33,34.08,52.0,1777.0,454.0,671.0,439.0,3.5083,500001.0,<1H OCEAN,3.951243718581427,7.482681828154651,6.118097198041347,6.508769136971681,6.0844994130751715,1.2551315896675503,13.122365377402328
-118.33,34.08,50.0,2989.0,832.0,1345.0,775.0,3.2426,442900.0,<1H OCEAN,3.912023005428146,8.002694162283937,6.723832440821209,7.20414929203594,6.652863029353346,1.1763754771338317,13.00109928991129
-118.31,34.08,30.0,1390.0,457.0,1460.0,423.0,2.2422,254500.0,<1H OCEAN,3.4011973816621555,7.237059026124737,6.124683390894204,7.286191714702382,6.0473721790462776,0.8074575267373562,12.447056114972714
-118.31,34.08,31.0,2275.0,823.0,2189.0,720.0,1.7542,287500.0,<1H OCEAN,3.4339872044851463,7.729735331385051,6.71295620067707,7.691200097522863,6.579251212010101,0.5620129125351442,12.568978139219542
-118.32,34.08,46.0,2038.0,534.0,1250.0,525.0,2.4196,358100.0,<1H OCEAN,3.828641396489095,7.6197242137826695,6.280395838960195,7.1308988302963465,6.263398262591624,0.883602237250622,12.788567555986523
-118.31,34.08,23.0,1443.0,521.0,1264.0,450.0,2.7543,220000.0,<1H OCEAN,3.1354942159291497,7.27447955877387,6.255750041753367,7.142036574706802,6.1092475827643655,1.013163326835627,12.301382825334498
-118.32,34.08,52.0,1137.0,304.0,754.0,297.0,3.37,330300.0,<1H OCEAN,3.951243718581427,7.036148493750535,5.717027701406222,6.625392368007956,5.6937321388027,1.2149127443642702,12.70775661137888
-118.32,34.08,52.0,2370.0,473.0,1053.0,434.0,4.1429,380300.0,<1H OCEAN,3.951243718581427,7.7706452341291765,6.159095388491933,6.959398512133975,6.073044534100404,1.4213960257052396,12.84871569391635
-118.3,34.08,34.0,2501.0,1047.0,3326.0,970.0,1.8771,247500.0,<1H OCEAN,3.526360524616161,7.824445930877618,6.953684210870537,8.109525659752872,6.877296071497428,0.6297280326902904,12.419165860990882
-118.3,34.08,36.0,1276.0,503.0,1502.0,450.0,2.1766,205600.0,<1H OCEAN,3.58351893845611,7.151485463904735,6.220590170099739,7.31455283232408,6.1092475827643655,0.7777640262798242,12.233687812563147
-118.31,34.08,27.0,1514.0,510.0,1603.0,518.0,2.8971,251100.0,<1H OCEAN,3.295836866004329,7.322510433997394,6.234410725718371,7.3796321526095525,6.249975242259483,1.063710236658845,12.433606545145675
-118.31,34.08,26.0,1609.0,534.0,1868.0,497.0,2.7038,227100.0,<1H OCEAN,3.2580965380214817,7.383368146992383,6.280395838960195,7.532623618788787,6.208590026096629,0.994658190948168,12.33314572809365
-118.29,34.08,34.0,479.0,182.0,557.0,170.0,1.525,210000.0,<1H OCEAN,3.526360524616161,6.171700597410915,5.204006687076795,6.322565239927284,5.135798437050261,0.4219944100593749,12.254862809699606
-118.29,34.08,23.0,1864.0,937.0,2795.0,858.0,1.8495,212500.0,<1H OCEAN,3.1354942159291497,7.530479995245536,6.842683282238422,7.9355873855892,6.754604099487962,0.6149153322903715,12.266697267346608
-118.3,34.08,34.0,1562.0,651.0,1774.0,559.0,1.5685,225000.0,<1H OCEAN,3.526360524616161,7.353722330399631,6.478509642208569,7.480992162869525,6.326149473155099,0.4501197486485957,12.323855681186556
-118.3,34.08,32.0,2880.0,1063.0,3646.0,1028.0,2.3846,258300.0,<1H OCEAN,3.4657359027997265,7.965545573129991,6.968850378341948,8.201385955238608,6.93537044601511,0.8690313953898945,12.461876979083932
-118.29,34.08,25.0,2459.0,823.0,2635.0,763.0,2.4,173900.0,<1H OCEAN,3.2188758248682006,7.807510042216192,6.71295620067707,7.876638460975462,6.637258031284457,0.8754687373538999,12.066235700342373
-118.29,34.08,38.0,380.0,130.0,445.0,140.0,1.9286,137500.0,<1H OCEAN,3.6375861597263857,5.940171252720432,4.867534450455582,6.09807428216624,4.941642422609304,0.656794351094147,11.831379196088763
-118.37,34.12,34.0,2821.0,399.0,843.0,391.0,11.615,500001.0,<1H OCEAN,3.526360524616161,7.944846711001996,5.988961416889863,6.736966958001855,5.968707559985366,2.4522973662223726,13.122365377402328
-118.36,34.12,26.0,3902.0,610.0,1468.0,632.0,8.5136,500001.0,<1H OCEAN,3.2580965380214817,8.269244521183056,6.413458957167356,7.291656209174461,6.448889394146857,2.141664884859968,13.122365377402328
-118.35,34.11,33.0,7478.0,1678.0,2701.0,1500.0,4.1717,500001.0,<1H OCEAN,3.4965075614664802,8.91972065553706,7.425357887027151,7.901377353792615,7.313220387090301,1.4283236265952108,13.122365377402328
-118.36,34.11,35.0,3946.0,695.0,1361.0,620.0,6.5195,500001.0,<1H OCEAN,3.5553480614894135,8.28045768658256,6.543911845564792,7.215975002651466,6.429719478039137,1.8747976858813897,13.122365377402328
-118.38,34.11,38.0,2601.0,523.0,870.0,474.0,7.1134,416700.0,<1H OCEAN,3.6375861597263857,7.8636512654486515,6.259581464064922,6.768493211648629,6.161207321695076,1.9619803292328077,12.940121817410544
-118.37,34.11,42.0,5518.0,979.0,1863.0,957.0,8.5842,500001.0,<1H OCEAN,3.737669618283368,8.61577075477723,6.88653164253051,7.529943370601588,6.863803391452954,2.149923304218206,13.122365377402328
-118.36,34.1,36.0,2963.0,838.0,1129.0,745.0,2.5588,500001.0,<1H OCEAN,3.58351893845611,7.993957547573565,6.731018100482083,7.029087564149662,6.61338421837956,0.9395383985938456,13.122365377402328
-118.37,34.1,37.0,407.0,67.0,100.0,47.0,15.0001,500001.0,<1H OCEAN,3.6109179126442243,6.008813185442595,4.204692619390966,4.605170185988091,3.8501476017100584,2.7080568677466546,13.122365377402328
-118.38,34.1,39.0,3798.0,586.0,975.0,525.0,9.3092,500001.0,<1H OCEAN,3.6635616461296463,8.242229891372231,6.373319789577012,6.882437470997847,6.263398262591624,2.231003158488373,13.122365377402328
-118.39,34.1,30.0,6310.0,957.0,1776.0,880.0,8.944,500001.0,<1H OCEAN,3.4011973816621555,8.749890955535259,6.863803391452954,7.4821189235521155,6.779921907472252,2.1909829164127435,13.122365377402328
-118.39,34.09,41.0,730.0,126.0,230.0,125.0,4.3214,500001.0,<1H OCEAN,3.7135720667043075,6.593044534142437,4.836281906951478,5.438079308923196,4.828313737302301,1.4635794238294326,13.122365377402328
-118.36,34.09,38.0,2158.0,582.0,1061.0,577.0,2.9643,355300.0,<1H OCEAN,3.6375861597263857,7.67693714581808,6.366470447731437,6.966967138613983,6.357842266508099,1.0866409168868898,12.780717782009118
-118.36,34.08,40.0,3110.0,764.0,1557.0,763.0,1.9937,367100.0,<1H OCEAN,3.6888794541139363,8.04237800517328,6.638567789166521,7.350516171833998,6.637258031284457,0.6899922088666441,12.813389569484926
-118.37,34.08,52.0,2946.0,695.0,1258.0,650.0,3.9783,374100.0,<1H OCEAN,3.951243718581427,7.988203597022576,6.543911845564792,7.1372784372603855,6.476972362889683,1.380854592369526,12.832278420336237
-118.37,34.08,22.0,3008.0,938.0,1224.0,816.0,3.2149,300000.0,<1H OCEAN,3.0910424533583156,8.00903068506973,6.843749949006225,7.1098794630722715,6.704414354964107,1.1677962530067703,12.611537753638338
-118.37,34.09,31.0,2697.0,706.0,1059.0,689.0,2.8942,500001.0,<1H OCEAN,3.4339872044851463,7.89989532313973,6.559615237493242,6.9650803456014065,6.535241271013659,1.0627087343217552,13.122365377402328
-118.36,34.08,45.0,2195.0,483.0,1265.0,455.0,3.3864,397900.0,<1H OCEAN,3.8066624897703196,7.693937325509271,6.180016653652572,7.14282740116162,6.12029741895095,1.2197674102245768,12.89395599641502
-118.37,34.08,52.0,1466.0,254.0,600.0,253.0,5.7524,393600.0,<1H OCEAN,3.951243718581427,7.290292882446597,5.537334267018537,6.396929655216146,5.53338948872752,1.7496171590300875,12.883090444160235
-118.37,34.08,52.0,1234.0,223.0,543.0,213.0,6.0338,423700.0,<1H OCEAN,3.951243718581427,7.118016204465333,5.407171771460119,6.297109319933935,5.361292165709425,1.7973769946787612,12.956780936614651
-118.26,34.1,48.0,2566.0,571.0,1421.0,563.0,3.6579,318600.0,<1H OCEAN,3.8712010109078907,7.850103545175582,6.34738920965601,7.259116128097101,6.333279628139691,1.2968892122521918,12.671691676458085
-118.26,34.1,52.0,1310.0,263.0,689.0,208.0,4.0721,350000.0,<1H OCEAN,3.951243718581427,7.177782416195197,5.572154032177765,6.535241271013659,5.337538079701318,1.4041588369034579,12.765688433465597
-118.27,34.1,51.0,3149.0,519.0,1082.0,510.0,6.4459,421600.0,<1H OCEAN,3.9318256327243257,8.054840221101024,6.251903883165888,6.9865664594064265,6.234410725718371,1.8634442697761684,12.951812276209289
-118.27,34.1,41.0,3729.0,740.0,1364.0,707.0,5.7778,412700.0,<1H OCEAN,3.7135720667043075,8.22389538017882,6.606650186198215,7.218176838403407,6.561030665896572,1.7540229873916577,12.930476215740672
-118.27,34.11,41.0,4138.0,1130.0,1859.0,1030.0,2.978,306800.0,<1H OCEAN,3.7135720667043075,8.327967858305488,7.029972911706386,7.527793987721444,6.937314081223681,1.0912519342618172,12.633951348475238
-118.28,34.11,46.0,1156.0,203.0,514.0,213.0,4.2019,352100.0,<1H OCEAN,3.828641396489095,7.052721049232322,5.313205979041787,6.242223265455165,5.361292165709425,1.4355368039482899,12.771670505143144
-118.28,34.11,52.0,2036.0,348.0,775.0,332.0,5.4122,397500.0,<1H OCEAN,3.951243718581427,7.618742377670413,5.8522024797744745,6.652863029353346,5.805134968916488,1.6886556645407294,12.892950213076523
-118.28,34.11,52.0,1803.0,437.0,787.0,388.0,4.5781,360500.0,<1H OCEAN,3.951243718581427,7.497207223203317,6.07993319509559,6.668228248417403,5.961005339623274,1.5212840648916321,12.79524723570714
-118.28,34.1,44.0,2728.0,585.0,1227.0,567.0,4.0602,324000.0,<1H OCEAN,3.784189633918261,7.911324018963352,6.371611847231856,7.112327444710911,6.340359303727752,1.4012322334840976,12.688498794774466
-118.27,34.1,50.0,2113.0,398.0,793.0,418.0,4.7132,304600.0,<1H OCEAN,3.912023005428146,7.655864017616056,5.986452005284438,6.675823221634848,6.035481432524756,1.5503670828570484,12.626754719443198
-118.28,34.1,49.0,1767.0,467.0,1066.0,438.0,3.0958,210900.0,<1H OCEAN,3.8918202981106265,7.4770384723196965,6.1463292576688975,6.97166860472579,6.0822189103764455,1.13004635415764,12.259139366466865
-118.28,34.1,48.0,805.0,246.0,633.0,235.0,2.3421,200000.0,<1H OCEAN,3.8712010109078907,6.690842277418563,5.5053315359323625,6.450470422144176,5.459585514144159,0.8510479628122178,12.206072645530174
-118.28,34.1,49.0,2843.0,880.0,2004.0,796.0,2.7875,217300.0,<1H OCEAN,3.8918202981106265,7.952615111650999,6.779921907472252,7.602900462204755,6.679599185844383,1.0251451367862372,12.289034166244521
-118.27,34.09,48.0,1527.0,295.0,589.0,286.0,4.1667,344800.0,<1H OCEAN,3.8712010109078907,7.3310603052186325,5.686975356339819,6.3784261836515865,5.655991810819852,1.4271243556081459,12.750719817771675
-118.27,34.09,52.0,3225.0,763.0,1559.0,710.0,3.9674,268800.0,<1H OCEAN,3.951243718581427,8.078688229229872,6.637258031284457,7.351799869057777,6.5652649700353605,1.378110968311871,12.50172288763113
-118.28,34.09,52.0,2273.0,663.0,1480.0,597.0,2.3333,196500.0,<1H OCEAN,3.951243718581427,7.728855823852543,6.4967749901858625,7.299797366758161,6.391917113392602,0.847283574570876,12.188417710291452
-118.27,34.09,52.0,2327.0,555.0,1048.0,491.0,3.7847,252300.0,<1H OCEAN,3.951243718581427,7.752335163302291,6.318968113746434,6.954638864880987,6.19644412779452,1.3309666235103728,12.438374134629148
-118.26,34.09,51.0,1532.0,366.0,669.0,333.0,3.6434,278800.0,<1H OCEAN,3.9318256327243257,7.3343293503005365,5.902633333401366,6.505784060128228,5.808142489980444,1.2929173116145916,12.538249957868505
-118.26,34.09,36.0,3503.0,833.0,2652.0,788.0,3.8448,241400.0,<1H OCEAN,3.58351893845611,8.161375023197486,6.725033642166842,7.883069351305753,6.669498089857879,1.3467215860000674,12.394210587645567
-118.27,34.09,52.0,1079.0,222.0,439.0,201.0,4.625,230800.0,<1H OCEAN,3.951243718581427,6.983789965258135,5.402677381872279,6.0844994130751715,5.303304908059076,1.5314763709643884,12.349306813616082
-118.27,34.09,44.0,3646.0,912.0,1783.0,861.0,2.9709,225000.0,<1H OCEAN,3.784189633918261,8.201385955238608,6.815639990074331,7.48605261786314,6.7580945044277305,1.0888649372132295,12.323855681186556
-118.26,34.08,52.0,984.0,276.0,994.0,260.0,2.3816,166700.0,<1H OCEAN,3.951243718581427,6.891625897052253,5.62040086571715,6.901737206656573,5.560681631015528,0.8677725307194296,12.023951068738885
-118.26,34.08,41.0,1396.0,360.0,1069.0,363.0,2.4375,203300.0,<1H OCEAN,3.7135720667043075,7.241366283322318,5.886104031450156,6.974478911025045,5.8944028342648505,0.8909729238898652,12.222437999616437
-118.26,34.08,46.0,945.0,250.0,910.0,252.0,3.5039,187500.0,<1H OCEAN,3.828641396489095,6.851184927493742,5.521460917862246,6.813444599510896,5.529429087511423,1.2538766338541198,12.141534124392603
-118.27,34.08,35.0,1147.0,365.0,1016.0,296.0,2.3913,198800.0,<1H OCEAN,3.5553480614894135,7.04490511712937,5.8998973535824915,6.923628628138427,5.69035945432406,0.8718371511198502,12.20005457320461
-118.26,34.07,36.0,2306.0,813.0,2823.0,765.0,2.0214,170500.0,<1H OCEAN,3.58351893845611,7.743269700829004,6.70073110954781,7.945555428253489,6.639875833826536,0.703790340658425,12.046490575705707
-118.26,34.07,28.0,579.0,184.0,673.0,202.0,2.625,187500.0,<1H OCEAN,3.332204510175204,6.361302477572995,5.214935757608986,6.511745329644728,5.308267697401204,0.965080896043587,12.141534124392603
-118.27,34.07,27.0,1190.0,,1795.0,422.0,1.7016,160000.0,<1H OCEAN,3.295836866004329,7.081708586105575,,7.492760300922379,6.045005314036011,0.5315689849038904,11.982929094215963
-118.27,34.08,38.0,2265.0,801.0,2899.0,792.0,2.5521,157500.0,<1H OCEAN,3.6375861597263857,7.725330037917134,6.685860947068359,7.972121128921655,6.674561391814426,0.9369165496678111,11.967180737247824
-118.27,34.08,46.0,3007.0,854.0,2587.0,814.0,2.7179,184300.0,<1H OCEAN,3.828641396489095,8.008698182988528,6.749931193788569,7.858254182186029,6.70196036600254,0.9998595232934726,12.124320143657915
-118.28,34.08,42.0,997.0,374.0,982.0,372.0,2.9423,200000.0,<1H OCEAN,3.737669618283368,6.904750769961838,5.924255797414531,6.889591308354466,5.918893854273146,1.0791915884285057,12.206072645530174
-118.28,34.08,52.0,2465.0,773.0,2328.0,746.0,2.6178,203100.0,<1H OCEAN,3.951243718581427,7.80994708647679,6.6502790485874215,7.752764808851328,6.61472560020376,0.9623342703754818,12.221453747568475
-118.27,34.08,43.0,962.0,253.0,658.0,244.0,3.2386,185000.0,<1H OCEAN,3.7612001156935624,6.8690144506657065,5.53338948872752,6.489204931325317,5.497168225293201,1.1751411376572332,12.128111104060462
-118.27,34.07,38.0,1270.0,556.0,1692.0,450.0,1.87,170800.0,<1H OCEAN,3.6375861597263857,7.146772179452637,6.320768294250582,7.433666540166168,6.1092475827643655,0.6259384308664953,12.048248560336607
-118.28,34.08,42.0,1618.0,522.0,1454.0,440.0,3.1607,182000.0,<1H OCEAN,3.737669618283368,7.388946097618437,6.257667587882638,7.282073658093465,6.0867747269123065,1.1507935220544543,12.111761966058932
-118.28,34.09,52.0,1739.0,464.0,938.0,482.0,2.4429,228800.0,<1H OCEAN,3.951243718581427,7.461065514354283,6.139884552226255,6.843749949006225,6.1779441140506,0.8931858581590582,12.34060353848778
-118.28,34.08,39.0,3162.0,896.0,1934.0,818.0,2.875,213500.0,<1H OCEAN,3.6635616461296463,8.058960017769417,6.79794041297493,7.56734567601324,6.706862336602747,1.0560526742493137,12.271392111650815
-118.28,34.08,40.0,1630.0,543.0,1568.0,510.0,2.7366,169100.0,<1H OCEAN,3.6888794541139363,7.396335293800807,6.297109319933935,7.357556200910353,6.234410725718371,1.0067162739635727,12.038245534886672
-118.28,34.09,49.0,3828.0,1197.0,2862.0,1009.0,2.4677,219200.0,<1H OCEAN,3.8918202981106265,8.250097752572845,7.087573705557973,7.959275960116396,6.9167150203536085,0.903286542738901,12.297739834055998
-118.23,34.07,35.0,1335.0,440.0,1586.0,445.0,1.9722,156300.0,<1H OCEAN,3.5553480614894135,7.196686570834349,6.0867747269123065,7.368970402194793,6.09807428216624,0.6791496709160916,11.959532516409567
-118.23,34.07,40.0,506.0,119.0,397.0,114.0,3.1944,143800.0,<1H OCEAN,3.6888794541139363,6.226536669287466,4.77912349311153,5.98393628068719,4.736198448394496,1.1613992767668744,11.876178724269083
-118.24,34.08,52.0,109.0,20.0,86.0,24.0,4.9844,187500.0,<1H OCEAN,3.951243718581427,4.6913478822291435,2.995732273553991,4.454347296253507,3.1780538303479453,1.6063130350865753,12.141534124392603
-118.24,34.08,52.0,137.0,26.0,65.0,24.0,4.025,137500.0,<1H OCEAN,3.951243718581427,4.919980925828125,3.2580965380214817,4.174387269895637,3.1780538303479453,1.3925249108705267,11.831379196088763
-118.23,34.09,47.0,859.0,239.0,913.0,234.0,2.6442,136100.0,<1H OCEAN,3.8501476017100584,6.755768921984255,5.47646355193151,6.816735880594968,5.455321115357701,0.9723685620938592,11.821145188639557
-118.23,34.09,49.0,1638.0,456.0,1500.0,430.0,2.6923,150000.0,<1H OCEAN,3.8918202981106265,7.401231264413014,6.122492809514386,7.313220387090301,6.063785208687608,0.9903958468809381,11.918390573078392
-118.23,34.09,45.0,1747.0,484.0,1680.0,441.0,2.6051,155500.0,<1H OCEAN,3.8066624897703196,7.465655310134056,6.182084906716631,7.426549072397305,6.089044875446846,0.9574710621844716,11.954401010601426
-118.25,34.09,52.0,2050.0,429.0,957.0,418.0,3.5603,210000.0,<1H OCEAN,3.951243718581427,7.6255950721324535,6.061456918928017,6.863803391452954,6.035481432524756,1.2698448109763718,12.254862809699606
-118.25,34.09,52.0,104.0,20.0,32.0,17.0,3.75,241700.0,<1H OCEAN,3.951243718581427,4.6443908991413725,2.995732273553991,3.4657359027997265,2.833213344056216,1.3217558399823195,12.395452566691574
-118.25,34.08,44.0,1425.0,438.0,1121.0,374.0,2.1108,200000.0,<1H OCEAN,3.784189633918261,7.26192709270275,6.0822189103764455,7.02197642307216,5.924255797414531,0.7470670225493756,12.206072645530174
-118.25,34.08,47.0,2133.0,689.0,2104.0,662.0,2.6136,169200.0,<1H OCEAN,3.8501476017100584,7.665284718471351,6.535241271013659,7.6515955738576,6.495265555937008,0.9607285813047233,12.03883672615426
-118.25,34.09,43.0,1903.0,635.0,1919.0,613.0,2.6336,174300.0,<1H OCEAN,3.7612001156935624,7.551186867296149,6.453624998892692,7.5595594960077,6.418364935936212,0.9683517315006136,12.068533231508113
-118.25,34.09,52.0,1866.0,470.0,1211.0,417.0,2.935,189400.0,<1H OCEAN,3.951243718581427,7.531552381407289,6.152732694704104,7.099201743553092,6.0330862217988015,1.0767074532800598,12.151616459734115
-118.26,34.08,50.0,1791.0,660.0,2183.0,675.0,1.7945,166700.0,<1H OCEAN,3.912023005428146,7.490529402060711,6.492239835020471,7.688455356549944,6.514712690872529,0.5847264316055248,12.023951068738885
-118.26,34.08,45.0,2174.0,627.0,1992.0,557.0,2.5428,167800.0,<1H OCEAN,3.8066624897703196,7.684324067681154,6.44094654063292,7.596894438144544,6.322565239927284,0.9332658360801167,12.030528073015242
-118.25,34.09,52.0,3142.0,765.0,1728.0,682.0,3.1864,189800.0,<1H OCEAN,3.951243718581427,8.052614818815567,6.639875833826536,7.454719949364001,6.5250296578434615,1.1588917528852973,12.153726165157964
-118.26,34.08,45.0,2225.0,827.0,2699.0,792.0,1.9209,179200.0,<1H OCEAN,3.8066624897703196,7.707512194600341,6.717804695023691,7.900636613018005,6.674561391814426,0.6527938262107291,12.096257779522967
-118.26,34.07,46.0,2341.0,703.0,2371.0,648.0,2.4038,181700.0,<1H OCEAN,3.828641396489095,7.75833346749091,6.555356891810665,7.771067086065405,6.473890696352274,0.8770508185365513,12.110112254384262
-118.26,34.07,52.0,830.0,200.0,701.0,189.0,2.7625,232100.0,<1H OCEAN,3.951243718581427,6.721425700790643,5.298317366548036,6.55250788703459,5.241747015059643,1.0161360668438713,12.354923592262528
-118.25,34.07,47.0,2059.0,618.0,2033.0,544.0,1.9028,217900.0,<1H OCEAN,3.8501476017100584,7.629975707027789,6.42648845745769,7.617267813628346,6.298949246855942,0.6433264855759894,12.29179152093271
-118.25,34.07,43.0,764.0,322.0,1275.0,306.0,2.0,175000.0,<1H OCEAN,3.7612001156935624,6.638567789166521,5.7745515455444085,7.150701457592526,5.723585101952381,0.6931471805599453,12.072541252905651
-118.25,34.06,20.0,41.0,17.0,87.0,25.0,1.5491,225000.0,<1H OCEAN,2.995732273553991,3.7135720667043075,2.833213344056216,4.465908118654584,3.2188758248682006,0.4376741171301802,12.323855681186556
-118.24,34.07,27.0,223.0,80.0,249.0,82.0,1.6136,137500.0,<1H OCEAN,3.295836866004329,5.407171771460119,4.382026634673881,5.517452896464707,4.406719247264253,0.4784677076578649,11.831379196088763
-118.25,34.07,18.0,4297.0,1420.0,4332.0,1286.0,2.2545,192500.0,<1H OCEAN,2.8903717578961645,8.365672383774994,7.258412150595306,8.37378460812088,7.1592919047975645,0.8129282188790019,12.167851432709975
-118.25,34.07,16.0,719.0,225.0,801.0,218.0,2.3942,133300.0,<1H OCEAN,2.772588722239781,6.577861357721046,5.41610040220442,6.685860947068359,5.384495062789089,0.8730491458351325,11.8003575061668
-118.22,34.09,40.0,1081.0,282.0,970.0,263.0,1.875,150000.0,<1H OCEAN,3.6888794541139363,6.985641817639208,5.641907070938114,6.877296071497428,5.572154032177765,0.6286086594223741,11.918390573078392
-118.22,34.08,31.0,394.0,117.0,573.0,131.0,1.8173,154200.0,<1H OCEAN,3.4339872044851463,5.976350909297934,4.762173934797756,6.350885716714739,4.875197323201151,0.5973518831050785,11.946005740111366
-118.22,34.08,34.0,1709.0,562.0,2105.0,503.0,1.9704,152100.0,<1H OCEAN,3.526360524616161,7.443663683115591,6.331501849893691,7.652070746116482,6.220590170099739,0.6782365678241911,11.932293478247384
-118.19,34.08,38.0,1241.0,298.0,1055.0,263.0,2.3409,115500.0,<1H OCEAN,3.6375861597263857,7.123672785204607,5.697093486505405,6.961296045910166,5.572154032177765,0.8505354708086882,11.657025808943985
-118.2,34.08,49.0,1320.0,309.0,1405.0,328.0,2.4375,114000.0,<1H OCEAN,3.8918202981106265,7.1853870155804165,5.733341276897745,7.247792581767846,5.793013608384143,0.8909729238898652,11.643953727376632
-118.2,34.07,21.0,1353.0,380.0,1688.0,367.0,1.9937,139600.0,<1H OCEAN,3.044522437723423,7.210079628170788,5.940171252720432,7.431299675155902,5.90536184805457,0.6899922088666441,11.84653646931041
-118.2,34.07,34.0,1765.0,551.0,2203.0,500.0,2.2708,159600.0,<1H OCEAN,3.526360524616161,7.475905969367397,6.311734809152914,7.697575346802343,6.214608098422191,0.820132192314434,11.980425963997845
-118.21,34.08,39.0,986.0,361.0,1347.0,299.0,2.2907,133900.0,<1H OCEAN,3.6635616461296463,6.893656354602635,5.8888779583328805,7.205635176410364,5.700443573390686,0.8288574477123919,11.804848531679264
-118.21,34.08,26.0,2574.0,807.0,3163.0,802.0,1.9495,173200.0,<1H OCEAN,3.2580965380214817,7.8532163881560715,6.693323668269948,8.059276223305648,6.687108607866514,0.6675729294405149,12.062202275110472
-118.2,34.09,39.0,1594.0,430.0,1668.0,378.0,2.5343,138200.0,<1H OCEAN,3.6635616461296463,7.37400185935016,6.063785208687608,7.419380582918691,5.934894195619588,0.9299174647888119,11.836457190315706
-118.2,34.08,41.0,1807.0,429.0,1699.0,424.0,2.2222,126000.0,<1H OCEAN,3.7135720667043075,7.499423290592228,6.061456918928017,7.437795121671932,6.049733455231958,0.7984976961677712,11.744037185933614
-118.19,34.1,39.0,2054.0,423.0,1205.0,403.0,4.239,213000.0,<1H OCEAN,3.6635616461296463,7.627544390488503,6.0473721790462776,7.094234845924755,5.998936561946683,1.4443273923705,12.269047444691562
-118.21,34.08,52.0,3672.0,808.0,3062.0,764.0,2.6806,153000.0,<1H OCEAN,3.951243718581427,8.20849175174038,6.694562058521095,8.026823576217629,6.638567789166521,0.9860406500622592,11.938193200374572
-118.21,34.09,39.0,1287.0,353.0,1171.0,345.0,1.6118,138500.0,<1H OCEAN,3.6635616461296463,7.160069207596126,5.8664680569332965,7.065613363597717,5.843544417031359,0.4773515669082738,11.838625604609529
-118.21,34.09,39.0,1561.0,445.0,1780.0,391.0,2.4632,144200.0,<1H OCEAN,3.6635616461296463,7.353081920515431,6.09807428216624,7.484368643286131,5.968707559985366,0.9014613176281535,11.878956503832985
-118.21,34.09,37.0,1822.0,498.0,1961.0,506.0,1.9881,159200.0,<1H OCEAN,3.6109179126442243,7.507690077819904,6.210600077024653,7.581209826196346,6.226536669287466,0.6871794087801538,11.977916552392418
-118.22,34.07,35.0,1504.0,477.0,2059.0,498.0,2.0133,145800.0,<1H OCEAN,3.5553480614894135,7.3158835045097845,6.167516490888341,7.629975707027789,6.210600077024653,0.6997751668501663,11.889991098556694
-118.22,34.07,36.0,839.0,250.0,1079.0,245.0,1.7463,158300.0,<1H OCEAN,3.58351893845611,6.732210706467206,5.521460917862246,6.983789965258135,5.5012582105447265,0.5574992639636625,11.972247245869102
-118.21,34.07,31.0,1077.0,300.0,1198.0,274.0,2.1333,160200.0,<1H OCEAN,3.4339872044851463,6.981934677156389,5.703782474656201,7.088408778675395,5.6131281063880705,0.7576700765754449,11.984178313616395
-118.21,34.07,52.0,1770.0,,1848.0,439.0,2.4135,167200.0,<1H OCEAN,3.951243718581427,7.478734825567875,,7.521859252201629,6.0844994130751715,0.8810779761184105,12.026945979632737
-118.21,34.07,47.0,1346.0,383.0,1452.0,371.0,1.7292,191700.0,<1H OCEAN,3.8501476017100584,7.204892510204673,5.948034989180646,7.280697195384741,5.916202062607435,0.5476588738113397,12.163686929033735
-118.21,34.07,31.0,1453.0,404.0,1486.0,389.0,2.3859,153100.0,<1H OCEAN,3.4339872044851463,7.2813856635702825,6.00141487796115,7.303843225277705,5.963579343618446,0.8695764116490621,11.938846581645775
-118.21,34.07,42.0,902.0,318.0,1312.0,323.0,1.9375,168800.0,<1H OCEAN,3.737669618283368,6.804614520062623,5.762051382780177,7.179307969504034,5.777652323222656,0.661398482245365,12.036469861143994
-118.21,34.06,29.0,1478.0,413.0,1580.0,394.0,1.8781,147500.0,<1H OCEAN,3.3672958299864737,7.298445101508147,6.023447592961032,7.365180126021012,5.976350909297934,0.6302606275047548,11.901583454762012
-118.16,34.09,36.0,3334.0,920.0,2881.0,800.0,2.1696,170800.0,<1H OCEAN,3.58351893845611,8.111928063310739,6.8243736700430855,7.9658927350845286,6.684611727667927,0.7745428187639394,12.048248560336607
-118.17,34.1,48.0,2514.0,595.0,2484.0,601.0,3.1146,142500.0,<1H OCEAN,3.8712010109078907,7.829630389150193,6.388561405545629,7.817625443053369,6.398594934535208,1.1361007330791013,11.867097278690842
-118.17,34.1,37.0,299.0,89.0,318.0,92.0,1.3125,145800.0,<1H OCEAN,3.6109179126442243,5.700443573390686,4.48863636973214,5.762051382780177,4.5217885770490405,0.27193371548364176,11.889991098556694
